id,status,term,usr,noteId,revokeID,branch_id,cAc_id
40000000040,101,NULL,1,NULL,NULL,4,400013
40000000041,101,NULL,1,NULL,NULL,4,400014
40000000042,101,NULL,1,NULL,NULL,4,400014
40000000043,101,NULL,1,NULL,NULL,4,400014
40000000044,101,NULL,1,NULL,NULL,4,400015
40000000045,101,NULL,1,NULL,NULL,4,400015
40000000046,101,NULL,1,NULL,NULL,4,400015
40000000047,101,NULL,1,NULL,NULL,4,400016
40000000048,101,NULL,1,NULL,NULL,4,400016
40000000049,101,NULL,1,NULL,NULL,4,400016
40000000050,101,NULL,1,NULL,NULL,4,400017
40000000051,101,NULL,1,NULL,NULL,4,400017
40000000052,101,NULL,1,NULL,NULL,4,400017
40000000053,101,NULL,1,NULL,NULL,4,400018
40000000054,101,NULL,1,NULL,NULL,4,400018
40000000055,101,NULL,1,NULL,NULL,4,400018
40000000056,101,NULL,1,NULL,NULL,4,400019
40000000057,101,NULL,1,NULL,NULL,4,400019
40000000058,101,NULL,1,NULL,NULL,4,400019
40000000059,101,NULL,1,NULL,NULL,4,400020
40000000060,101,NULL,1,NULL,NULL,4,400020
40000000061,101,NULL,1,NULL,NULL,4,400020
40000000062,101,NULL,1,NULL,NULL,4,400021
40000000063,101,NULL,1,NULL,NULL,4,400021
40000000064,101,NULL,1,NULL,NULL,4,400021
40000000065,101,NULL,1,NULL,NULL,4,400022
40000000066,101,NULL,1,NULL,NULL,4,400022
40000000067,101,NULL,1,NULL,NULL,4,400022
40000000068,101,NULL,1,NULL,NULL,4,400023
40000000069,101,NULL,1,NULL,NULL,4,400023
40000000070,101,NULL,1,NULL,NULL,4,400023
40000000071,101,NULL,1,NULL,NULL,4,400024
40000000072,101,NULL,1,NULL,NULL,4,400024
40000000073,101,NULL,1,NULL,NULL,4,400024
40000000074,101,NULL,1,NULL,NULL,4,400025
40000000075,101,NULL,1,NULL,NULL,4,400025
40000000076,101,NULL,1,NULL,NULL,4,400025
40000000077,101,NULL,1,NULL,NULL,4,400025
40000000079,101,NULL,1,NULL,NULL,4,400026
40000000080,101,NULL,1,NULL,NULL,4,400026
40000000081,101,NULL,1,NULL,NULL,4,400026
40000000082,101,NULL,1,NULL,NULL,4,400027
40000000083,101,NULL,1,NULL,NULL,4,400027
40000000084,101,NULL,1,NULL,NULL,4,400027
40000000085,101,NULL,1,NULL,NULL,4,400028
40000000086,101,NULL,1,NULL,NULL,4,400028
40000000087,101,NULL,1,NULL,NULL,4,400028
40000000088,101,NULL,1,NULL,NULL,4,400029
40000000089,101,NULL,1,NULL,NULL,4,400029
40000000090,101,NULL,1,NULL,NULL,4,400029
40000000091,101,NULL,1,NULL,NULL,4,400030
40000000092,101,NULL,1,NULL,NULL,4,400030
40000000093,101,NULL,1,NULL,NULL,4,400030
40000000094,-4,NULL,1,NULL,NULL,4,400031
40000000095,-4,NULL,1,NULL,NULL,4,400031
40000000096,-4,NULL,1,NULL,NULL,4,400031
40000000097,101,NULL,1,NULL,NULL,4,400032
40000000098,101,NULL,1,NULL,NULL,4,400032
40000000099,101,NULL,1,NULL,NULL,4,400032
40000000100,101,NULL,1,NULL,NULL,4,400033
40000000101,101,NULL,1,NULL,NULL,4,400033
40000000102,101,NULL,1,NULL,NULL,4,400033
40000000103,101,NULL,1,NULL,NULL,4,400034
40000000104,101,NULL,1,NULL,NULL,4,400034
40000000105,101,NULL,1,NULL,NULL,4,400034
40000000106,101,NULL,1,NULL,NULL,4,400035
40000000107,101,NULL,1,NULL,NULL,4,400035
40000000108,101,NULL,1,NULL,NULL,4,400035
40000000109,101,NULL,1,NULL,NULL,4,400036
40000000110,101,NULL,1,NULL,NULL,4,400036
40000000111,101,NULL,1,NULL,NULL,4,400036
40000000113,101,NULL,1,NULL,NULL,4,400012
40000000114,101,NULL,1,NULL,NULL,4,400012
40000000115,101,NULL,1,NULL,NULL,4,400012
40000000116,101,NULL,1,NULL,NULL,4,400037
40000000117,101,NULL,1,NULL,NULL,4,400037
40000000118,101,NULL,1,NULL,NULL,4,400037
40000000119,101,NULL,1,NULL,NULL,4,400037
40000000120,101,NULL,1,NULL,NULL,4,400038
40000000121,101,NULL,1,NULL,NULL,4,400038
40000000122,101,NULL,1,NULL,NULL,4,400038
40000000123,101,NULL,1,NULL,NULL,4,400039
40000000124,101,NULL,1,NULL,NULL,4,400039
40000000125,101,NULL,1,NULL,NULL,4,400039
40000000126,101,NULL,1,NULL,NULL,4,400040
40000000127,101,NULL,1,NULL,NULL,4,400040
40000000128,101,NULL,1,NULL,NULL,4,400040
40000000129,-4,NULL,1,NULL,NULL,4,400041
40000000130,101,NULL,1,NULL,NULL,4,400041
40000000131,101,NULL,1,NULL,NULL,4,400041
40000000132,101,NULL,1,NULL,NULL,4,400041
40000000133,-5,NULL,1,NULL,40000000096,4,400031
40000000134,-5,NULL,1,NULL,40000000095,4,400031
40000000135,-5,NULL,1,NULL,40000000094,4,400031
40000000136,101,NULL,1,NULL,NULL,4,400031
40000000137,101,NULL,1,NULL,NULL,4,400031
40000000138,101,NULL,1,NULL,NULL,4,400031
40000000139,-5,NULL,1,NULL,40000000129,4,400041
40000000140,101,NULL,1,NULL,NULL,4,400006
40000000142,101,NULL,1,NULL,NULL,4,400037
40000000143,101,NULL,1,NULL,NULL,4,400042
40000000144,101,NULL,1,NULL,NULL,4,400042
40000000145,101,NULL,1,NULL,NULL,4,400042
40000000146,101,NULL,1,NULL,NULL,4,400043
40000000147,101,NULL,1,NULL,NULL,4,400043
40000000148,101,NULL,1,NULL,NULL,4,400043
40000000149,101,NULL,1,NULL,NULL,4,400001
40000000150,101,NULL,1,NULL,NULL,4,400044
40000000151,101,NULL,1,NULL,NULL,4,400044
40000000152,101,NULL,1,NULL,NULL,4,400044
40000000153,101,NULL,1,NULL,NULL,4,400037
40000000154,101,NULL,1,NULL,NULL,4,400012
40000000155,101,NULL,1,NULL,NULL,4,400045
40000000156,101,NULL,1,NULL,NULL,4,400045
40000000157,101,NULL,1,NULL,NULL,4,400045
40000000158,101,NULL,1,NULL,NULL,4,400017
40000000159,101,NULL,1,NULL,NULL,4,400046
40000000160,101,NULL,1,NULL,NULL,4,400046
40000000161,101,NULL,1,NULL,NULL,4,400046
40000000163,-4,NULL,1,NULL,NULL,4,400041
40000000164,-5,NULL,1,NULL,40000000163,4,400041
40000000165,101,NULL,1,NULL,NULL,4,400041
40000000166,101,NULL,1,NULL,NULL,4,400041
40000000167,101,NULL,1,NULL,NULL,4,400047
40000000168,101,NULL,1,NULL,NULL,4,400047
40000000169,101,NULL,1,NULL,NULL,4,400047
40000000170,101,NULL,1,NULL,NULL,4,400040
40000000171,101,NULL,1,NULL,NULL,4,400040
40000000174,101,NULL,1,NULL,NULL,4,400045
40000000175,101,NULL,1,NULL,NULL,4,400045
40000000176,101,NULL,1,NULL,NULL,4,400045
40000000177,101,NULL,1,NULL,NULL,4,400048
40000000178,101,NULL,1,NULL,NULL,4,400048
40000000179,101,NULL,1,NULL,NULL,4,400048
40000000180,101,NULL,1,NULL,NULL,4,400003
40000000181,101,NULL,1,NULL,NULL,4,400003
40000000182,101,NULL,1,NULL,NULL,4,400049
40000000183,101,NULL,1,NULL,NULL,4,400049
40000000184,101,NULL,1,NULL,NULL,4,400049
40000000185,101,NULL,1,NULL,NULL,4,400049
40000000186,101,NULL,1,NULL,NULL,4,400049
40000000187,101,NULL,1,NULL,NULL,4,400016
40000000188,101,NULL,1,NULL,NULL,4,400016
40000000189,101,NULL,1,NULL,NULL,4,400050
40000000190,101,NULL,1,NULL,NULL,4,400050
40000000191,101,NULL,1,NULL,NULL,4,400050
40000000192,101,NULL,1,NULL,NULL,4,400051
40000000193,101,NULL,1,NULL,NULL,4,400051
40000000194,101,NULL,1,NULL,NULL,4,400051
40000000195,101,NULL,1,NULL,NULL,4,400015
40000000196,101,NULL,1,NULL,NULL,4,400015
40000000197,101,NULL,1,NULL,NULL,4,400052
40000000198,101,NULL,1,NULL,NULL,4,400052
40000000199,101,NULL,1,NULL,NULL,4,400052
40000000200,101,NULL,1,NULL,NULL,4,400052
40000000201,101,NULL,1,NULL,NULL,4,400052
40000000202,101,NULL,1,NULL,NULL,4,400053
40000000203,101,NULL,1,NULL,NULL,4,400053
40000000204,101,NULL,1,NULL,NULL,4,400053
40000000205,101,NULL,1,NULL,NULL,4,400039
40000000207,101,NULL,1,NULL,NULL,4,400039
40000000208,101,NULL,1,NULL,NULL,4,400039
40000000209,101,NULL,1,NULL,NULL,4,400039
40000000210,101,NULL,1,NULL,NULL,4,400054
40000000211,101,NULL,1,NULL,NULL,4,400054
40000000212,101,NULL,1,NULL,NULL,4,400054
40000000213,101,NULL,1,NULL,NULL,4,400054
40000000214,101,NULL,1,NULL,NULL,4,400054
40000000215,101,NULL,1,NULL,NULL,4,400046
40000000216,101,NULL,1,NULL,NULL,4,400019
40000000217,101,NULL,1,NULL,NULL,4,400019
40000000218,101,NULL,1,NULL,NULL,4,400055
40000000219,101,NULL,1,NULL,NULL,4,400055
40000000220,101,NULL,1,NULL,NULL,4,400055
40000000221,101,NULL,1,NULL,NULL,4,400056
40000000222,101,NULL,1,NULL,NULL,4,400056
40000000223,101,NULL,1,NULL,NULL,4,400056
40000000224,101,NULL,1,NULL,NULL,4,400057
40000000225,101,NULL,1,NULL,NULL,4,400057
40000000226,101,NULL,1,NULL,NULL,4,400057
40000000227,101,NULL,1,NULL,NULL,4,400058
40000000228,101,NULL,1,NULL,NULL,4,400058
40000000229,101,NULL,1,NULL,NULL,4,400058
40000000230,101,NULL,1,NULL,NULL,4,400038
40000000231,101,NULL,1,NULL,NULL,4,400038
40000000232,101,NULL,1,170006,NULL,4,400016
40000000233,101,NULL,1,NULL,NULL,4,400016
40000000234,101,NULL,1,NULL,NULL,4,400016
40000000235,101,NULL,1,NULL,NULL,4,400056
40000000236,101,NULL,1,NULL,NULL,4,400056
40000000238,101,NULL,1,NULL,NULL,4,400059
40000000239,101,NULL,1,NULL,NULL,4,400059
40000000240,101,NULL,1,NULL,NULL,4,400059
40000000241,101,NULL,1,NULL,NULL,4,400017
40000000242,101,NULL,1,NULL,NULL,4,400017
40000000243,101,NULL,1,NULL,NULL,4,400012
40000000244,101,NULL,1,NULL,NULL,4,400001
40000000245,101,NULL,1,NULL,NULL,4,400039
40000000246,101,NULL,1,NULL,NULL,4,400050
40000000247,101,NULL,1,NULL,NULL,4,400060
40000000248,101,NULL,1,NULL,NULL,4,400060
40000000249,101,NULL,1,NULL,NULL,4,400060
40000000250,101,NULL,1,NULL,NULL,4,400060
40000000251,101,NULL,1,NULL,NULL,4,400060
40000000252,101,NULL,1,NULL,NULL,4,400059
40000000253,101,NULL,1,NULL,NULL,4,400059
40000000254,101,NULL,1,NULL,NULL,4,400046
40000000255,101,NULL,1,NULL,NULL,4,400050
40000000256,101,NULL,1,NULL,NULL,4,400050
40000000257,101,NULL,1,170001,NULL,4,400041
40000000258,101,NULL,1,NULL,NULL,4,400041
40000000259,101,NULL,1,NULL,NULL,4,400041
40000000260,101,NULL,1,NULL,NULL,4,400051
40000000261,101,NULL,1,NULL,NULL,4,400040
40000000262,101,NULL,1,NULL,NULL,4,400040
40000000263,101,NULL,1,NULL,NULL,4,400055
40000000264,101,NULL,1,NULL,NULL,4,400055
40000000274,101,NULL,1,NULL,NULL,4,400044
40000000275,101,NULL,1,NULL,NULL,4,400044
40000000280,101,NULL,1,NULL,NULL,4,400055
40000000281,101,NULL,1,NULL,NULL,4,400055
40000000282,101,NULL,1,NULL,NULL,4,400044
40000000283,101,NULL,1,NULL,NULL,4,400044
40000000284,101,NULL,1,NULL,NULL,4,400032
40000000285,101,NULL,1,NULL,NULL,4,400032
40000000300,101,NULL,1,NULL,NULL,4,400058
40000000301,101,NULL,1,NULL,NULL,4,400058
40000000302,101,NULL,1,NULL,NULL,4,400048
40000000312,101,NULL,1,NULL,NULL,4,400035
40000000313,101,NULL,1,NULL,NULL,4,400035
40000000319,101,NULL,1,NULL,NULL,4,400044
40000000320,101,NULL,1,NULL,NULL,4,400044
40000000321,101,NULL,1,NULL,NULL,4,400048
40000000328,101,NULL,1,NULL,NULL,4,400038
40000000329,101,NULL,1,NULL,NULL,4,400038
40000000330,101,NULL,1,NULL,NULL,4,400038
40000000331,101,NULL,1,NULL,NULL,4,400046
40000000332,101,NULL,1,NULL,NULL,4,400046
40000000333,101,NULL,1,NULL,NULL,4,400074
40000000334,101,NULL,1,NULL,NULL,4,400074
40000000335,101,NULL,1,NULL,NULL,4,400074
40000000336,101,NULL,1,NULL,NULL,4,400074
40000000337,101,NULL,1,NULL,NULL,4,400074
40000000353,101,NULL,1,NULL,NULL,4,400001
40000000354,101,NULL,1,NULL,NULL,4,400001
40000000360,101,NULL,1,NULL,NULL,4,400046
40000000364,101,NULL,1,170002,NULL,4,400040
40000000365,101,NULL,1,NULL,NULL,4,400040
40000000366,101,NULL,1,NULL,NULL,4,400040
40000000372,101,NULL,1,NULL,NULL,4,400044
40000000373,101,NULL,1,NULL,NULL,4,400044
40000000378,101,NULL,1,NULL,NULL,4,400053
40000000379,101,NULL,1,NULL,NULL,4,400053
40000000397,101,NULL,1,NULL,NULL,4,400021
40000000398,101,NULL,1,NULL,NULL,4,400021
40000000399,101,NULL,1,NULL,NULL,4,400035
40000000400,101,NULL,1,NULL,NULL,4,400035
40000000401,101,NULL,1,NULL,NULL,4,400035
40000000402,101,NULL,1,NULL,NULL,4,400046
40000000403,101,NULL,1,NULL,NULL,4,400019
40000000404,101,NULL,1,NULL,NULL,4,400019
40000000417,101,NULL,1,NULL,NULL,4,400024
40000000418,-4,NULL,1,NULL,NULL,4,400024
40000000431,-5,NULL,1,NULL,40000000418,4,400024
40000000434,101,NULL,1,NULL,NULL,4,400024
40000000446,101,NULL,1,170024,NULL,4,400058
40000000447,101,NULL,1,NULL,NULL,4,400058
40000000448,101,NULL,1,NULL,NULL,4,400058
40000000452,101,NULL,1,NULL,NULL,4,400030
40000000453,101,NULL,1,NULL,NULL,4,400030
40000000454,101,NULL,1,NULL,NULL,4,400050
40000000455,101,NULL,1,NULL,NULL,4,400059
40000000456,101,NULL,1,NULL,NULL,4,400043
40000000459,101,NULL,1,NULL,NULL,4,400039
40000000461,101,NULL,1,NULL,NULL,4,400059
40000000462,101,NULL,1,NULL,NULL,4,400048
40000000463,101,NULL,1,NULL,NULL,4,400012
40000000464,101,NULL,1,NULL,NULL,4,400039
40000000473,101,NULL,1,NULL,NULL,4,400046
40000000477,101,NULL,1,NULL,NULL,4,400048
40000000478,101,NULL,1,NULL,NULL,4,400048
40000000479,101,NULL,1,NULL,NULL,4,400033
40000000480,101,NULL,1,NULL,NULL,4,400033
40000000490,101,NULL,1,NULL,NULL,4,400017
40000000491,101,NULL,1,NULL,NULL,4,400017
40000000512,101,NULL,1,NULL,NULL,4,400026
40000000513,101,NULL,1,NULL,NULL,4,400026
40000000527,101,NULL,1,NULL,NULL,4,400034
40000000528,101,NULL,1,NULL,NULL,4,400034
40000000535,101,NULL,1,170047,NULL,4,400035
40000000536,101,NULL,1,NULL,NULL,4,400035
40000000537,101,NULL,1,NULL,NULL,4,400008
40000000538,101,NULL,1,NULL,NULL,4,400008
40000000541,101,NULL,1,NULL,NULL,4,400050
40000000545,101,NULL,1,170009,NULL,4,400039
40000000546,101,NULL,1,NULL,NULL,4,400039
40000000552,101,NULL,1,NULL,NULL,4,400048
40000000553,101,NULL,1,NULL,NULL,4,400048
40000000618,101,NULL,1,NULL,NULL,4,400038
40000000619,101,NULL,1,NULL,NULL,4,400038
40000000620,101,NULL,1,NULL,NULL,4,400038
40000000623,101,NULL,1,NULL,NULL,4,400046
40000000628,101,NULL,1,NULL,NULL,4,400017
40000000630,101,NULL,1,NULL,NULL,4,400012
40000000631,101,NULL,1,NULL,NULL,4,400050
40000000632,101,NULL,1,NULL,NULL,4,400051
40000000639,101,NULL,1,NULL,NULL,4,400048
40000000640,101,NULL,1,NULL,NULL,4,400048
40000000661,101,NULL,1,NULL,NULL,4,400050
40000000662,101,NULL,1,NULL,NULL,4,400050
40000000663,101,NULL,1,NULL,NULL,4,400048
40000000664,101,NULL,1,NULL,NULL,4,400040
40000000665,101,NULL,1,NULL,NULL,4,400040
40000000666,101,NULL,1,NULL,NULL,4,400041
40000000667,101,NULL,1,NULL,NULL,4,400041
40000000693,101,NULL,1,170030,NULL,4,400074
40000000694,101,NULL,1,NULL,NULL,4,400074
40000000695,101,NULL,1,NULL,NULL,4,400074
40000000701,101,NULL,1,NULL,NULL,4,400020
40000000702,101,NULL,1,NULL,NULL,4,400020
40000000703,101,NULL,1,NULL,NULL,4,400022
40000000704,101,NULL,1,NULL,NULL,4,400022
40000000705,101,NULL,1,NULL,NULL,4,400012
40000000706,101,NULL,1,NULL,NULL,4,400012
40000000716,101,NULL,1,NULL,NULL,4,400047
40000000717,101,NULL,1,NULL,NULL,4,400047
40000000718,101,NULL,1,NULL,NULL,4,400047
40000000720,101,NULL,1,NULL,NULL,4,400055
40000000722,101,NULL,1,NULL,NULL,4,400038
40000000723,101,NULL,1,NULL,NULL,4,400048
40000000724,101,NULL,1,NULL,NULL,4,400048
40000000745,101,NULL,1,NULL,NULL,4,400039
40000000747,101,NULL,1,NULL,NULL,4,400035
40000000749,101,NULL,1,NULL,NULL,4,400047
40000000750,101,NULL,1,NULL,NULL,4,400007
40000000751,101,NULL,1,NULL,NULL,4,400007
40000000771,101,NULL,1,NULL,NULL,4,400046
40000000772,101,NULL,1,NULL,NULL,4,400015
40000000774,101,NULL,1,NULL,NULL,4,400045
40000000784,101,NULL,1,NULL,NULL,4,400055
40000000796,101,NULL,1,NULL,NULL,4,400057
40000000797,101,NULL,1,NULL,NULL,4,400057
40000000798,101,NULL,1,170052,NULL,4,400024
40000000799,101,NULL,1,NULL,NULL,4,400024
40000000800,101,NULL,1,NULL,NULL,4,400024
40000000806,101,NULL,1,NULL,NULL,4,400058
40000000807,101,NULL,1,NULL,NULL,4,400058
40000000813,101,NULL,1,NULL,NULL,4,400055
40000000860,101,NULL,1,NULL,NULL,4,400074
40000000861,101,NULL,1,NULL,NULL,4,400074
40000000869,101,NULL,1,NULL,NULL,4,400012
40000000871,101,NULL,1,NULL,NULL,4,400035
40000000872,101,NULL,1,NULL,NULL,4,400035
40000000879,101,NULL,1,NULL,NULL,4,400051
40000000886,101,NULL,1,NULL,NULL,4,400055
40000000891,101,NULL,1,NULL,NULL,4,400045
40000000900,101,NULL,1,NULL,NULL,4,400055
40000000917,101,NULL,1,NULL,NULL,4,400055
40000000931,101,NULL,1,170058,NULL,4,400030
40000000932,101,NULL,1,NULL,NULL,4,400030
40000000933,101,NULL,1,NULL,NULL,4,400030
40000000934,101,NULL,1,NULL,NULL,4,400009
40000000935,101,NULL,1,NULL,NULL,4,400009
40000000936,101,NULL,1,NULL,NULL,4,400039
40000000938,101,NULL,1,NULL,NULL,4,400045
40000000971,101,NULL,1,NULL,NULL,4,400055
40000000972,101,NULL,1,170004,NULL,4,400003
40000000973,101,NULL,1,NULL,NULL,4,400003
40000000974,101,NULL,1,NULL,NULL,4,400003
40000000980,101,NULL,1,170011,NULL,4,400019
40000000981,101,NULL,1,NULL,NULL,4,400019
40000000982,101,NULL,1,170048,NULL,4,400019
40000000983,101,NULL,1,NULL,NULL,4,400019
40000000984,101,NULL,1,170137,NULL,4,400074
40000000985,101,NULL,1,NULL,NULL,4,400074
40000000986,101,NULL,1,NULL,NULL,4,400074
40000000987,101,NULL,1,NULL,NULL,4,400019
40000000988,101,NULL,1,NULL,NULL,4,400019
40000000994,101,NULL,1,NULL,NULL,4,400055
40000001000,101,NULL,1,170068,NULL,4,400026
40000001001,101,NULL,1,NULL,NULL,4,400026
40000001002,101,NULL,1,NULL,NULL,4,400026
40000001015,101,NULL,1,NULL,NULL,4,400015
40000001016,101,NULL,1,NULL,NULL,4,400050
40000001017,101,NULL,1,170013,NULL,4,400056
40000001018,101,NULL,1,NULL,NULL,4,400056
40000001019,101,NULL,1,NULL,NULL,4,400056
40000001020,101,NULL,1,NULL,NULL,4,400056
40000001021,101,NULL,1,NULL,NULL,4,400056
40000001028,101,NULL,1,NULL,NULL,4,400037
40000001029,101,NULL,1,NULL,NULL,4,400037
40000001031,101,NULL,5,NULL,NULL,4,1
40000001032,101,NULL,5,NULL,NULL,4,400001
40000001033,101,NULL,5,NULL,NULL,4,400002
40000001034,101,NULL,5,NULL,NULL,4,400003
40000001035,101,NULL,5,NULL,NULL,4,400004
40000001036,101,NULL,5,NULL,NULL,4,400005
40000001037,101,NULL,5,NULL,NULL,4,400006
40000001038,101,NULL,5,NULL,NULL,4,400007
40000001039,101,NULL,5,NULL,NULL,4,400008
40000001040,101,NULL,5,NULL,NULL,4,400009
40000001041,101,NULL,5,NULL,NULL,4,400010
40000001042,101,NULL,5,NULL,NULL,4,400011
40000001043,101,NULL,5,NULL,NULL,4,400012
40000001044,101,NULL,5,NULL,NULL,4,400013
40000001045,101,NULL,5,NULL,NULL,4,400014
40000001046,101,NULL,5,NULL,NULL,4,400015
40000001047,101,NULL,5,NULL,NULL,4,400016
40000001048,101,NULL,5,NULL,NULL,4,400017
40000001049,101,NULL,5,NULL,NULL,4,400018
40000001050,101,NULL,5,NULL,NULL,4,400019
40000001051,101,NULL,5,NULL,NULL,4,400020
40000001052,101,NULL,5,NULL,NULL,4,400021
40000001053,101,NULL,5,NULL,NULL,4,400022
40000001054,101,NULL,5,NULL,NULL,4,400023
40000001055,101,NULL,5,NULL,NULL,4,400024
40000001056,101,NULL,5,NULL,NULL,4,400025
40000001057,101,NULL,5,NULL,NULL,4,400026
40000001058,101,NULL,5,NULL,NULL,4,400027
40000001059,101,NULL,5,NULL,NULL,4,400028
40000001060,101,NULL,5,NULL,NULL,4,400029
40000001061,101,NULL,5,NULL,NULL,4,400030
40000001062,101,NULL,5,NULL,NULL,4,400031
40000001063,101,NULL,5,NULL,NULL,4,400032
40000001064,101,NULL,5,NULL,NULL,4,400033
40000001065,101,NULL,5,NULL,NULL,4,400034
40000001066,101,NULL,5,NULL,NULL,4,400035
40000001067,101,NULL,5,NULL,NULL,4,400036
40000001068,101,NULL,5,NULL,NULL,4,400037
40000001069,101,NULL,5,NULL,NULL,4,400038
40000001070,101,NULL,5,NULL,NULL,4,400039
40000001071,101,NULL,5,NULL,NULL,4,400040
40000001072,101,NULL,5,NULL,NULL,4,400041
40000001073,101,NULL,5,NULL,NULL,4,400042
40000001074,101,NULL,5,NULL,NULL,4,400043
40000001075,101,NULL,5,NULL,NULL,4,400044
40000001076,101,NULL,5,NULL,NULL,4,400045
40000001077,101,NULL,5,NULL,NULL,4,400046
40000001078,101,NULL,5,NULL,NULL,4,400047
40000001079,101,NULL,5,NULL,NULL,4,400048
40000001080,101,NULL,5,NULL,NULL,4,400049
40000001081,101,NULL,5,NULL,NULL,4,400050
40000001082,101,NULL,5,NULL,NULL,4,400051
40000001083,101,NULL,5,NULL,NULL,4,400052
40000001084,101,NULL,5,NULL,NULL,4,400053
40000001085,101,NULL,5,NULL,NULL,4,400054
40000001086,101,NULL,5,NULL,NULL,4,400055
40000001087,101,NULL,5,NULL,NULL,4,400056
40000001088,101,NULL,5,NULL,NULL,4,400057
40000001089,101,NULL,5,NULL,NULL,4,400058
40000001090,101,NULL,5,NULL,NULL,4,400059
40000001091,101,NULL,5,NULL,NULL,4,400060
40000001105,101,NULL,5,NULL,NULL,4,400074
40000001195,101,NULL,1,NULL,NULL,4,400044
40000001196,101,NULL,1,NULL,NULL,4,400044
40000001197,101,NULL,1,170020,NULL,4,400044
40000001198,101,NULL,1,NULL,NULL,4,400044
40000001199,101,NULL,1,NULL,NULL,4,400044
40000001200,101,NULL,1,170022,NULL,4,400044
40000001201,101,NULL,1,NULL,NULL,4,400044
40000001202,101,NULL,1,NULL,NULL,4,400044
40000001203,101,NULL,1,170041,NULL,4,400044
40000001204,101,NULL,1,NULL,NULL,4,400044
40000001205,101,NULL,1,NULL,NULL,4,400044
40000001227,101,NULL,1,NULL,NULL,4,400048
40000001228,101,NULL,1,NULL,NULL,4,400048
40000001229,101,NULL,1,170095,NULL,4,400048
40000001230,101,NULL,1,NULL,NULL,4,400048
40000001231,101,NULL,1,NULL,NULL,4,400048
40000001232,101,NULL,1,170111,NULL,4,400048
40000001233,101,NULL,1,NULL,NULL,4,400048
40000001234,101,NULL,1,NULL,NULL,4,400048
40000001242,101,NULL,1,NULL,NULL,4,400014
40000001243,101,NULL,1,NULL,NULL,4,400014
40000001259,101,NULL,1,NULL,NULL,4,400028
40000001260,101,NULL,1,NULL,NULL,4,400028
40000001268,101,NULL,1,NULL,NULL,4,400055
40000001281,101,NULL,1,170104,NULL,4,400020
40000001282,101,NULL,1,NULL,NULL,4,400020
40000001283,101,NULL,1,NULL,NULL,4,400020
40000001285,101,NULL,1,NULL,NULL,4,400035
40000001286,101,NULL,1,NULL,NULL,4,400035
40000001318,101,NULL,1,NULL,NULL,4,400001
40000001319,101,NULL,1,170037,NULL,4,400001
40000001320,101,NULL,1,NULL,NULL,4,400001
40000001321,101,NULL,1,NULL,NULL,4,400001
40000001357,101,NULL,1,NULL,NULL,4,400058
40000001358,101,NULL,1,NULL,NULL,4,400058
40000001359,101,NULL,1,170125,NULL,4,400058
40000001360,101,NULL,1,NULL,NULL,4,400058
40000001361,101,NULL,1,NULL,NULL,4,400058
40000001362,101,NULL,1,170003,NULL,4,400045
40000001363,101,NULL,1,NULL,NULL,4,400045
40000001364,101,NULL,1,NULL,NULL,4,400045
40000001366,101,NULL,1,NULL,NULL,4,400048
