id,amt,flow,inex,notes,ac1_id,ac2_id,trans_id
40000000113,110000.00,2,3,Dep(cash)  40000000113,1,12,40000000113
40000000114,1000.00,2,3,CashShareSales 40000000114,4,12,40000000114
40000000115,100.00,2,1,CashPassbookSales 40000000115,2,12,40000000115
40000000116,8900.00,2,3,Dep(cash)  40000000116,1,12,40000000116
40000000117,1000.00,2,3,CashShareSales 40000000117,4,12,40000000117
40000000118,100.00,2,1,CashPassbookSales 40000000118,2,12,40000000118
40000000119,5000.00,2,3,Dep(cash)  40000000119,1,12,40000000119
40000000120,200.00,2,3,Dep(cash)  40000000120,1,12,40000000120
40000000121,1000.00,2,3,CashShareSales 40000000121,4,12,40000000121
40000000122,100.00,2,1,CashPassbookSales 40000000122,2,12,40000000122
40000000123,400.00,2,3,Dep(cash)  40000000123,1,12,40000000123
40000000124,1000.00,2,3,CashShareSales 40000000124,4,12,40000000124
40000000125,100.00,2,1,CashPassbookSales 40000000125,2,12,40000000125
40000000126,400.00,2,3,Dep(cash)  40000000126,1,12,40000000126
40000000127,1000.00,2,3,CashShareSales 40000000127,4,12,40000000127
40000000128,100.00,2,1,CashPassbookSales 40000000128,2,12,40000000128
40000000129,200.00,2,3,CashShareSales 40000000129,4,12,40000000129
40000000130,1000.00,2,3,CashShareSales 40000000130,4,12,40000000130
40000000131,200.00,2,3,Dep(cash)  40000000131,1,12,40000000131
40000000132,100.00,2,1,CashPassbookSales 40000000132,2,12,40000000132
40000000133,100.00,2,3,revoking trans,12,2,40000000133
40000000134,2000.00,2,3,revoking trans,12,4,40000000134
40000000135,400.00,2,3,revoking trans,12,1,40000000135
40000000136,400.00,2,3,Dep(cash)  40000000133,1,12,40000000136
40000000137,2000.00,2,3,CashShareSales 40000000134,4,12,40000000137
40000000138,100.00,2,1,CashPassbookSales 40000000135,2,12,40000000138
40000000139,200.00,2,3,revoking trans,12,4,40000000139
40000000140,500.00,2,3,Dep(cash)  40000000136,1,12,40000000140
40000000142,24100.00,2,3,Dep(cash)  40000000138,1,12,40000000142
40000000143,200.00,2,3,Dep(cash)  40000000139,1,12,40000000143
40000000144,1000.00,2,3,CashShareSales 40000000140,4,12,40000000144
40000000145,100.00,2,1,CashPassbookSales 40000000141,2,12,40000000145
40000000146,100000.00,2,3,Dep(cash)  40000000142,1,12,40000000146
40000000147,1000.00,2,3,CashShareSales 40000000143,4,12,40000000147
40000000148,100.00,2,1,CashPassbookSales 40000000144,2,12,40000000148
40000000149,1000.00,2,3,Dep(cash)  40000000145,1,12,40000000149
40000000150,200.00,2,3,Dep(cash)  40000000146,1,12,40000000150
40000000151,1000.00,2,3,CashShareSales 40000000147,4,12,40000000151
40000000152,100.00,2,1,CashPassbookSales 40000000148,2,12,40000000152
40000000153,37500.00,2,3,CashWidth 40000000001,12,1,40000000153
40000000154,6000.00,2,3,CashWidth 40000000002,12,1,40000000154
40000000155,400.00,2,3,Dep(cash)  40000000149,1,12,40000000155
40000000156,1000.00,2,3,CashShareSales 40000000150,4,12,40000000156
40000000157,100.00,2,1,CashPassbookSales 40000000151,2,12,40000000157
40000000158,192500.00,2,3,Dep(cash)  40000000152,1,12,40000000158
40000000159,400.00,2,3,Dep(cash)  40000000153,1,12,40000000159
40000000160,1000.00,2,3,CashShareSales 40000000154,4,12,40000000160
40000000161,100.00,2,1,CashPassbookSales 40000000155,2,12,40000000161
40000000163,30000.00,2,3,cashPawned 170001,12,10,40000000163
40000000164,30000.00,2,3,revoking trans,10,12,40000000164
40000000165,30000.00,2,3,cashPawned 170001,12,10,40000000165
40000000166,300.00,2,1,170001 CashAdminFee 40000000157,7,12,40000000166
40000000167,12900.00,2,3,Dep(cash)  40000000158,1,12,40000000167
40000000168,1000.00,2,3,CashShareSales 40000000159,4,12,40000000168
40000000169,100.00,2,1,CashPassbookSales 40000000160,2,12,40000000169
40000000170,60000.00,2,3,cashPawned 170002,12,10,40000000170
40000000171,600.00,2,1,170002 CashAdminFee 40000000161,7,12,40000000171
40000000174,1000.00,2,3,Dep(cash)  40000000164,1,12,40000000174
40000000175,80000.00,2,3,cashPawned 170003,12,10,40000000175
40000000176,800.00,2,1,170003 CashAdminFee 40000000165,7,12,40000000176
40000000177,700000.00,2,3,Dep(cash)  40000000166,1,12,40000000177
40000000178,1000.00,2,3,CashShareSales 40000000167,4,12,40000000178
40000000179,100.00,2,1,CashPassbookSales 40000000168,2,12,40000000179
40000000180,50000.00,2,3,cashPawned 170004,12,10,40000000180
40000000181,500.00,2,1,170004 CashAdminFee 40000000169,7,12,40000000181
40000000182,200.00,2,3,Dep(cash)  40000000170,1,12,40000000182
40000000183,1000.00,2,3,CashShareSales 40000000171,4,12,40000000183
40000000184,100.00,2,1,CashPassbookSales 40000000172,2,12,40000000184
40000000185,80000.00,2,3,cashPawned 170005,12,10,40000000185
40000000186,800.00,2,1,170005 CashAdminFee 40000000173,7,12,40000000186
40000000187,66000.00,2,3,cashPawned 170006,12,10,40000000187
40000000188,700.00,2,1,170006 CashAdminFee 40000000174,7,12,40000000188
40000000189,78900.00,2,3,Dep(cash)  40000000175,1,12,40000000189
40000000190,1000.00,2,3,CashShareSales 40000000176,4,12,40000000190
40000000191,100.00,2,1,CashPassbookSales 40000000177,2,12,40000000191
40000000192,1000.00,2,3,Dep(cash)  40000000178,1,12,40000000192
40000000193,1000.00,2,3,CashShareSales 40000000179,4,12,40000000193
40000000194,100.00,2,1,CashPassbookSales 40000000180,2,12,40000000194
40000000195,60000.00,2,3,cashPawned 170007,12,10,40000000195
40000000196,600.00,2,1,170007 CashAdminFee 40000000181,7,12,40000000196
40000000197,17000.00,2,3,cashPawned 170008,12,10,40000000197
40000000198,200.00,2,3,Dep(cash)  40000000182,1,12,40000000198
40000000199,200.00,2,1,170008 CashAdminFee 40000000183,7,12,40000000199
40000000200,1000.00,2,3,CashShareSales 40000000184,4,12,40000000200
40000000201,100.00,2,1,CashPassbookSales 40000000185,2,12,40000000201
40000000202,400.00,2,3,Dep(cash)  40000000186,1,12,40000000202
40000000203,1000.00,2,3,CashShareSales 40000000187,4,12,40000000203
40000000204,100.00,2,1,CashPassbookSales 40000000188,2,12,40000000204
40000000205,40000.00,2,3,Dep(cash)  40000000189,1,12,40000000205
40000000207,35000.00,2,3,cashPawned 170009,12,10,40000000207
40000000208,400.00,2,1,170009 CashAdminFee 40000000191,7,12,40000000208
40000000209,490000.00,2,3,Dep(cash)  40000000192,1,12,40000000209
40000000210,400.00,2,3,Dep(cash)  40000000193,1,12,40000000210
40000000211,1000.00,2,3,CashShareSales 40000000194,4,12,40000000211
40000000212,100.00,2,1,CashPassbookSales 40000000195,2,12,40000000212
40000000213,60000.00,2,3,cashPawned 170010,12,10,40000000213
40000000214,600.00,2,1,170010 CashAdminFee 40000000196,7,12,40000000214
40000000215,1500.00,2,3,Dep(cash)  40000000197,1,12,40000000215
40000000216,50000.00,2,3,cashPawned 170011,12,10,40000000216
40000000217,500.00,2,1,170011 CashAdminFee 40000000198,7,12,40000000217
40000000218,400.00,2,3,Dep(cash)  40000000199,1,12,40000000218
40000000219,1000.00,2,3,CashShareSales 40000000200,4,12,40000000219
40000000220,100.00,2,1,CashPassbookSales 40000000201,2,12,40000000220
40000000221,200.00,2,3,Dep(cash)  40000000202,1,12,40000000221
40000000222,2000.00,2,3,CashShareSales 40000000203,4,12,40000000222
40000000223,100.00,2,1,CashPassbookSales 40000000204,2,12,40000000223
40000000224,400.00,2,3,Dep(cash)  40000000205,1,12,40000000224
40000000225,1000.00,2,3,CashShareSales 40000000206,4,12,40000000225
40000000226,100.00,2,1,CashPassbookSales 40000000207,2,12,40000000226
40000000227,200.00,2,3,Dep(cash)  40000000208,1,12,40000000227
40000000228,2000.00,2,3,CashShareSales 40000000209,4,12,40000000228
40000000229,100.00,2,1,CashPassbookSales 40000000210,2,12,40000000229
40000000230,15000.00,2,3,cashPawned 170012,12,10,40000000230
40000000231,200.00,2,1,170012 CashAdminFee 40000000211,7,12,40000000231
40000000232,66000.00,2,3,LoanRepay(cash) 170006  40000000212,10,12,40000000232
40000000233,0.01,2,1,CashDon 170006 40000000213,6,12,40000000233
40000000234,66000.00,2,3,cashPawned 170013,12,10,40000000235
40000000235,700.00,2,1,170013 CashAdminFee 40000000214,7,12,40000000236
40000000237,7400.00,2,3,Dep(cash)  40000000216,1,12,40000000238
40000000238,1000.00,2,3,CashShareSales 40000000217,4,12,40000000239
40000000239,100.00,2,1,CashPassbookSales 40000000218,2,12,40000000240
40000000240,92500.00,2,3,CashWidth 40000000003,12,1,40000000241
40000000241,50000.00,2,3,CashWidth 40000000004,12,1,40000000242
40000000242,4000.00,2,3,CashWidth 40000000005,12,1,40000000243
40000000243,1000.00,2,3,CashWidth 40000000006,12,1,40000000244
40000000244,40000.00,2,3,CashWidth 40000000007,12,1,40000000245
40000000245,70000.00,2,3,CashWidth 40000000008,12,1,40000000246
40000000246,400.00,2,3,Dep(cash)  40000000219,1,12,40000000247
40000000247,1000.00,2,3,CashShareSales 40000000220,4,12,40000000248
40000000248,100.00,2,1,CashPassbookSales 40000000221,2,12,40000000249
40000000249,75000.00,2,3,cashPawned 170014,12,10,40000000250
40000000250,800.00,2,1,170014 CashAdminFee 40000000222,7,12,40000000251
40000000251,75000.00,2,3,cashPawned 170015,12,10,40000000252
40000000252,800.00,2,1,170015 CashAdminFee 40000000223,7,12,40000000253
40000000253,2100.00,2,3,Dep(cash)  40000000224,1,12,40000000254
40000000254,75000.00,2,3,cashPawned 170016,12,10,40000000255
40000000255,800.00,2,1,170016 CashAdminFee 40000000225,7,12,40000000256
40000000256,30000.00,2,3,LoanRepay(cash) 170001  40000000226,10,12,40000000257
40000000257,200.00,2,1,CashDon 170001 40000000227,6,12,40000000258
40000000258,2000.00,2,3,Dep(cash)  40000000228,1,12,40000000260
40000000259,18000.00,2,3,cashPawned 170017,12,10,40000000261
40000000260,200.00,2,1,170017 CashAdminFee 40000000229,7,12,40000000262
40000000261,40000.00,2,3,cashPawned 170018,12,10,40000000263
40000000262,400.00,2,1,170018 CashAdminFee 40000000230,7,12,40000000264
40000000272,18000.00,2,3,cashPawned 170020,12,10,40000000274
40000000273,200.00,2,1,170020 CashAdminFee 40000000239,7,12,40000000275
40000000278,15000.00,2,3,cashPawned 170021,12,10,40000000280
40000000279,200.00,2,1,170021 CashAdminFee 40000000244,7,12,40000000281
40000000280,20000.00,2,3,cashPawned 170022,12,10,40000000282
40000000281,200.00,2,1,170022 CashAdminFee 40000000245,7,12,40000000283
40000000282,80000.00,2,3,cashPawned 170023,12,10,40000000284
40000000283,800.00,2,1,170023 CashAdminFee 40000000246,7,12,40000000285
40000000298,35000.00,2,3,cashPawned 170024,12,10,40000000300
40000000299,400.00,2,1,170024 CashAdminFee 40000000260,7,12,40000000301
40000000300,100000.00,2,3,Dep(cash)  40000000261,1,12,40000000302
40000000310,15000.00,2,3,cashPawned 170025,12,10,40000000312
40000000311,200.00,2,1,170025 CashAdminFee 40000000271,7,12,40000000313
40000000317,32000.00,2,3,cashPawned 170027,12,10,40000000319
40000000318,400.00,2,1,170027 CashAdminFee 40000000276,7,12,40000000320
40000000319,95000.00,2,3,Dep(cash)  40000000277,1,12,40000000321
40000000326,20000.00,2,3,cashPawned 170028,12,10,40000000328
40000000327,200.00,2,1,170028 CashAdminFee 40000000284,7,12,40000000329
40000000328,1000.00,2,3,Dep(cash)  40000000285,1,12,40000000330
40000000329,80000.00,2,3,cashPawned 170029,12,10,40000000331
40000000330,800.00,2,1,170029 CashAdminFee 40000000286,7,12,40000000332
40000000331,200.00,2,3,Dep(cash)  40000000287,1,12,40000000333
40000000332,1000.00,2,3,CashShareSales 40000000288,4,12,40000000334
40000000333,100.00,2,1,CashPassbookSales 40000000289,2,12,40000000335
40000000334,80000.00,2,3,cashPawned 170030,12,10,40000000336
40000000335,800.00,2,1,170030 CashAdminFee 40000000290,7,12,40000000337
40000000351,7000.00,2,3,cashPawned 170037,12,10,40000000353
40000000352,100.00,2,1,170037 CashAdminFee 40000000300,7,12,40000000354
40000000358,1000.00,2,3,Dep(cash)  40000000305,1,12,40000000360
40000000362,60000.00,2,3,LoanRepay(cash) 170002  40000000308,10,12,40000000364
40000000363,500.00,2,1,CashDon 170002 40000000309,6,12,40000000365
40000000369,6000.00,2,3,cashPawned 170041,12,10,40000000372
40000000370,100.00,2,1,170041 CashAdminFee 40000000314,7,12,40000000373
40000000375,75000.00,2,3,cashPawned 170042,12,10,40000000378
40000000376,800.00,2,1,170042 CashAdminFee 40000000319,7,12,40000000379
40000000394,18000.00,2,3,cashPawned 170046,12,10,40000000397
40000000395,200.00,2,1,170046 CashAdminFee 40000000333,7,12,40000000398
40000000396,20000.00,2,3,cashPawned 170047,12,10,40000000399
40000000397,200.00,2,1,170047 CashAdminFee 40000000334,7,12,40000000400
40000000398,300.00,2,3,Dep(cash)  40000000335,1,12,40000000401
40000000399,4000.00,2,3,Dep(cash)  40000000336,1,12,40000000402
40000000400,20000.00,2,3,cashPawned 170048,12,10,40000000403
40000000401,200.00,2,1,170048 CashAdminFee 40000000337,7,12,40000000404
40000000414,80000.00,2,3,cashPawned 170052,12,10,40000000417
40000000415,800.00,2,1,170052 CashAdminFee 40000000347,7,12,40000000418
40000000428,800.00,2,3,revoking trans,12,7,40000000431
40000000431,800.00,2,1,170052 CashAdminFee 40000000359,7,12,40000000434
40000000442,35000.00,2,3,LoanRepay(cash) 170024  40000000368,10,12,40000000446
40000000443,90.00,2,1,CashDon 170024 40000000369,6,12,40000000447
40000000447,43000.00,2,3,cashPawned 170058,12,10,40000000452
40000000448,500.00,2,1,170058 CashAdminFee 40000000372,7,12,40000000453
40000000449,8000.00,2,3,CashWidth 40000000009,12,1,40000000454
40000000450,5000.00,2,3,CashWidth 40000000010,12,1,40000000455
40000000451,99000.00,2,3,CashWidth 40000000011,12,1,40000000456
40000000454,190000.00,2,3,CashWidth 40000000014,12,1,40000000459
40000000456,2000.00,2,3,CashWidth 40000000016,12,1,40000000461
40000000457,95000.00,2,3,CashWidth 40000000017,12,1,40000000462
40000000458,35000.00,2,3,CashWidth 40000000018,12,1,40000000463
40000000459,20000.00,2,3,CashWidth 40000000019,12,1,40000000464
40000000467,2000.00,2,3,Dep(cash)  40000000379,1,12,40000000473
40000000471,35000.00,2,3,cashPawned 170061,12,10,40000000477
40000000472,400.00,2,1,170061 CashAdminFee 40000000382,7,12,40000000478
40000000473,80000.00,2,3,cashPawned 170062,12,10,40000000479
40000000474,800.00,2,1,170062 CashAdminFee 40000000383,7,12,40000000480
40000000484,30000.00,2,3,cashPawned 170065,12,10,40000000490
40000000485,300.00,2,1,170065 CashAdminFee 40000000391,7,12,40000000491
40000000506,50000.00,2,3,cashPawned 170068,12,10,40000000512
40000000507,500.00,2,1,170068 CashAdminFee 40000000410,7,12,40000000513
40000000521,80000.00,2,3,cashPawned 170071,12,10,40000000527
40000000522,800.00,2,1,170071 CashAdminFee 40000000422,7,12,40000000528
40000000529,20000.00,2,3,LoanRepay(cash) 170047  40000000427,10,12,40000000535
40000000530,100.00,2,1,CashDon 170047 40000000428,6,12,40000000536
40000000531,35000.00,2,3,cashPawned 170074,12,10,40000000537
40000000532,400.00,2,1,170074 CashAdminFee 40000000429,7,12,40000000538
40000000535,10000.00,2,3,Dep(cash)  40000000431,1,12,40000000541
40000000539,35000.00,2,3,LoanRepay(cash) 170009  40000000434,10,12,40000000545
40000000540,500.00,2,1,CashDon 170009 40000000435,6,12,40000000546
40000000546,23000.00,2,3,cashPawned 170078,12,10,40000000552
40000000547,300.00,2,1,170078 CashAdminFee 40000000440,7,12,40000000553
40000000612,45000.00,2,3,cashPawned 170093,12,10,40000000618
40000000613,500.00,2,1,170093 CashAdminFee 40000000489,7,12,40000000619
40000000614,10000.00,2,3,Dep(cash)  40000000490,1,12,40000000620
40000000617,10000.00,2,3,CashWidth 40000000022,12,1,40000000623
40000000622,50000.00,2,3,CashWidth 40000000027,12,1,40000000628
40000000624,15000.00,2,3,CashWidth 40000000029,12,1,40000000630
40000000625,10000.00,2,3,CashWidth 40000000030,12,1,40000000631
40000000626,1000.00,2,3,CashWidth 40000000031,12,1,40000000632
40000000633,8000.00,2,3,cashPawned 170095,12,10,40000000639
40000000634,100.00,2,1,170095 CashAdminFee 40000000495,7,12,40000000640
40000000655,50000.00,2,3,Dep(cash)  40000000512,1,12,40000000661
40000000656,45000.00,2,3,CashWidth 40000000034,12,1,40000000662
40000000657,100000.00,2,3,Dep(cash)  40000000513,1,12,40000000663
40000000658,50000.00,2,3,cashPawned 170099,12,10,40000000664
40000000659,500.00,2,1,170099 CashAdminFee 40000000514,7,12,40000000665
40000000660,7000.00,2,3,cashPawned 170100,12,10,40000000666
40000000661,100.00,2,1,170100 CashAdminFee 40000000515,7,12,40000000667
40000000686,80000.00,2,3,LoanRepay(cash) 170030  40000000538,10,12,40000000693
40000000687,500.00,2,1,CashDon 170030 40000000539,6,12,40000000694
40000000692,80000.00,2,3,cashPawned 170104,12,10,40000000701
40000000693,800.00,2,1,170104 CashAdminFee 40000000543,7,12,40000000702
40000000694,60000.00,2,3,cashPawned 170105,12,10,40000000703
40000000695,600.00,2,1,170105 CashAdminFee 40000000544,7,12,40000000704
40000000696,70000.00,2,3,cashPawned 170106,12,10,40000000705
40000000697,700.00,2,1,170106 CashAdminFee 40000000545,7,12,40000000706
40000000707,32000.00,2,3,Dep(cash)  40000000552,1,12,40000000716
40000000708,25000.00,2,3,cashPawned 170110,12,10,40000000717
40000000709,300.00,2,1,170110 CashAdminFee 40000000553,7,12,40000000718
40000000711,250000.00,2,3,Dep(cash)  40000000555,1,12,40000000720
40000000713,10000.00,2,3,CashWidth 40000000035,12,1,40000000722
40000000714,13000.00,2,3,cashPawned 170111,12,10,40000000723
40000000715,200.00,2,1,170111 CashAdminFee 40000000557,7,12,40000000724
40000000735,40000.00,2,3,CashWidth 40000000036,12,1,40000000749
40000000736,100000.00,2,3,cashPawned 170116,12,10,40000000750
40000000737,1000.00,2,1,170116 CashAdminFee 40000000574,7,12,40000000751
40000000757,15000.00,2,3,Dep(cash)  40000000589,1,12,40000000771
40000000758,30000.00,2,3,Dep(cash)  40000000590,1,12,40000000772
40000000760,15400.00,2,3,Dep(cash)  40000000591,1,12,40000000774
40000000770,100000.00,2,3,Dep(cash)  40000000601,1,12,40000000784
40000000782,50000.00,2,3,cashPawned 170123,12,10,40000000796
40000000783,500.00,2,1,170123 CashAdminFee 40000000610,7,12,40000000797
40000000784,80000.00,2,3,LoanRepay(cash) 170052  40000000611,10,12,40000000798
40000000785,1000.00,2,1,CashDon 170052 40000000612,6,12,40000000799
40000000791,80000.00,2,3,cashPawned 170125,12,10,40000000806
40000000792,800.00,2,1,170125 CashAdminFee 40000000617,7,12,40000000807
40000000798,150000.00,2,3,Dep(cash)  40000000622,1,12,40000000813
40000000843,30000.00,2,3,cashPawned 170137,12,10,40000000860
40000000844,300.00,2,1,170137 CashAdminFee 40000000656,7,12,40000000861
40000000852,5000.00,2,3,CashWidth 40000000041,12,1,40000000869
40000000854,25000.00,2,3,cashPawned 170140,12,10,40000000871
40000000855,300.00,2,1,170140 CashAdminFee 40000000662,7,12,40000000872
40000000862,1000.00,2,3,CashWidth 40000000044,12,1,40000000879
40000000869,50000.00,2,3,CashWidth 40000000046,12,1,40000000886
40000000873,5000.00,2,3,CashWidth 40000000047,12,1,40000000891
40000000882,200000.00,2,3,CashWidth 40000000049,12,1,40000000900
40000000899,160000.00,2,3,CashWidth 40000000052,12,1,40000000917
40000000912,43000.00,2,3,LoanRepay(cash) 170058  40000000701,10,12,40000000931
40000000913,200.00,2,1,CashDon 170058 40000000702,6,12,40000000932
40000000914,75000.00,2,3,cashPawned 170149,12,10,40000000934
40000000915,800.00,2,1,170149 CashAdminFee 40000000703,7,12,40000000935
